loss,accuracy,f1_score,recall,val_loss,val_accuracy,val_f1_score,val_recall
0.1963893473148346,0.9297220706939697,0.929711103439331,0.923988401889801,0.18855813145637512,0.9368444085121155,0.9371864795684814,0.9333478808403015
0.182961106300354,0.9351280331611633,0.9351116418838501,0.9291213750839233,0.14232264459133148,0.9501748085021973,0.949766993522644,0.9451485872268677
0.18622642755508423,0.9332168698310852,0.9331859350204468,0.9272101521492004,0.1520296335220337,0.9486451148986816,0.948574423789978,0.9451485872268677
0.16522051393985748,0.943264365196228,0.943256676197052,0.9378583431243896,0.20900151133537292,0.9298514127731323,0.9290909171104431,0.9248251914978027
0.1620345115661621,0.9425544738769531,0.942533552646637,0.9375306963920593,0.18104800581932068,0.9381555914878845,0.9381397366523743,0.9335664510726929
0.1692904680967331,0.9408071041107178,0.9407690167427063,0.9362201690673828,0.23920531570911407,0.9134615659713745,0.9135596752166748,0.9053758978843689
0.15569446980953217,0.9463769197463989,0.9463774561882019,0.9412985444068909,0.14068572223186493,0.9525786638259888,0.9526228308677673,0.9490821957588196
0.15399470925331116,0.9459400177001953,0.9459184408187866,0.9421722292900085,0.11607351154088974,0.9619755148887634,0.9619739651679993,0.9582604765892029
0.13750147819519043,0.9515644907951355,0.9515278935432434,0.9481788873672485,0.20584999024868011,0.9261363744735718,0.9259058833122253,0.9224213361740112
0.15939299762248993,0.9461038708686829,0.9460995197296143,0.9418445825576782,0.1518009752035141,0.9451485872268677,0.9452825784683228,0.940559446811676
0.1334664523601532,0.9536941051483154,0.9536857604980469,0.9498170614242554,0.23285739123821259,0.9193618893623352,0.9187813401222229,0.9134615659713745
0.12857003509998322,0.9563698172569275,0.9563406109809875,0.9535849094390869,0.21536365151405334,0.9281031489372253,0.9283186197280884,0.9208915829658508
0.1366230696439743,0.9522743225097656,0.952261209487915,0.9486703276634216,0.10949523001909256,0.963942289352417,0.9639525413513184,0.960882842540741
0.1363992691040039,0.952601969242096,0.9526115655899048,0.9495986700057983,0.16170762479305267,0.9479895234107971,0.9478567838668823,0.9429633021354675
0.12450797110795975,0.9574618935585022,0.95744788646698,0.9541855454444885,0.12009475380182266,0.9613199234008789,0.9613716006278992,0.9595716595649719
0.1257946789264679,0.9565882086753845,0.9566022753715515,0.952875018119812,0.18722277879714966,0.9385926723480225,0.9381952285766602,0.9346590638160706
0.12933406233787537,0.9544585943222046,0.9544488787651062,0.9519466757774353,0.2173377424478531,0.938811182975769,0.9386603832244873,0.9355332255363464
0.12238556146621704,0.9575711488723755,0.9575592279434204,0.9557145237922668,0.12662343680858612,0.9573863744735718,0.9573451280593872,0.9552010297775269
0.12518107891082764,0.9572435021400452,0.9572290778160095,0.9545131921768188,0.16277365386486053,0.9390296936035156,0.9390052556991577,0.934003472328186
0.11945239454507828,0.9593185186386108,0.9593194723129272,0.9562059640884399,0.16927753388881683,0.9394667744636536,0.9396023750305176,0.9348776340484619
0.11456304788589478,0.9600830078125,0.9600701332092285,0.9577349424362183,0.11781034618616104,0.9632866978645325,0.9632622599601746,0.9597902297973633
0.10922598093748093,0.9625402688980103,0.962531328201294,0.9599191546440125,0.12301234155893326,0.9584790468215942,0.9586395025253296,0.9573863744735718
0.10761331766843796,0.9647791385650635,0.9647711515426636,0.9621034264564514,0.11722663044929504,0.9606643319129944,0.9605967998504639,0.9586975574493408
