loss,accuracy,f1_score,recall,val_loss,val_accuracy,val_f1_score,val_recall
1.5664476156234741,0.43084147572517395,0.4255143404006958,0.2374269664287567,0.9207181930541992,0.6735140085220337,0.6696492433547974,0.5480769276618958
0.8217754364013672,0.7080762386322021,0.7062364220619202,0.6077649593353271,0.7009134292602539,0.7480332255363464,0.7463635206222534,0.6920891404151917
0.6195193529129028,0.7807568311691284,0.7799608707427979,0.7202533483505249,0.5514534115791321,0.8048514127731323,0.8058643341064453,0.7639859914779663
0.5103486776351929,0.8207284212112427,0.8200750350952148,0.782122015953064,0.4713464081287384,0.8371940851211548,0.8375755548477173,0.8061625957489014
0.44697487354278564,0.8418063521385193,0.8413031101226807,0.8080052137374878,0.4270989000797272,0.8395978808403015,0.8388874530792236,0.811188817024231
0.38607749342918396,0.8631027340888977,0.8627042174339294,0.8380385637283325,0.3843284249305725,0.8638548851013184,0.8644461035728455,0.8415647149085999
0.3529756963253021,0.8725495338439941,0.8723257780075073,0.8510894179344177,0.31415408849716187,0.8868007063865662,0.886687159538269,0.871503472328186
0.3183598220348358,0.8875662088394165,0.8873440623283386,0.8689455389976501,0.2846144437789917,0.9007866978645325,0.9005615711212158,0.8830856680870056
0.2981390953063965,0.8951564431190491,0.8950772881507874,0.8788838386535645,0.4361456632614136,0.8400349617004395,0.8390913605690002,0.8184003233909607
0.26887452602386475,0.9037842154502869,0.9036388397216797,0.8908971548080444,0.24398665130138397,0.9182692170143127,0.9186431169509888,0.9090909361839294
0.2749389410018921,0.90214604139328,0.9020354747772217,0.8904057145118713,0.2832016050815582,0.9018793702125549,0.9016250371932983,0.8892045617103577
0.24613571166992188,0.9133948683738708,0.9132510423660278,0.9035657644271851,0.3702872693538666,0.8673514127731323,0.8652475476264954,0.8509615659713745
0.23386725783348083,0.917763352394104,0.9177303314208984,0.9080434441566467,0.21516869962215424,0.9256992936134338,0.9256038665771484,0.9163024425506592
0.22875407338142395,0.9182547926902771,0.9181779623031616,0.9080434441566467,0.21360258758068085,0.9243881106376648,0.9243420958518982,0.9145541787147522
0.21623581647872925,0.9224048256874084,0.9223659038543701,0.9130126237869263,0.1966211348772049,0.9309440851211548,0.9305534362792969,0.9224213361740112
0.22309359908103943,0.9213127493858337,0.9212671518325806,0.9118658900260925,0.24069733917713165,0.9156468510627747,0.9156360626220703,0.9088723659515381
0.183146670460701,0.9344182014465332,0.9343971014022827,0.928575336933136,0.1996559500694275,0.9315996766090393,0.9317750334739685,0.9222028255462646
